cd_procedimento;nm_procedimento
40307905;Alérgenos - perfil antigênico (painel C/36 antígenos) - pesquisa e/ou dosagem
40307905;Alérgenos - perfil antigênico (painel C/36 antígenos) - pesquisa e/ou dosagem
40307905;Alérgenos - perfil antigênico (painel C/36 antígenos) - pesquisa e/ou dosagem
40307905;Alérgenos - perfil antigênico (painel C/36 antígenos) - pesquisa e/ou dosagem
40307948;Antifígado (glomérulo, tub. Renal corte rim de rato), IFI - pesquisa e/ou dosagem
40307964;Chagas, hemoaglutinação
40307972;Chagas (Machado Guerreiro)
40307999;Complemento C3, C4 - turbid. ou nefolométrico C3A - pesquisa e/ou dosagem
40307999;Complemento C3, C4 - turbid. ou nefolométrico C3A - pesquisa e/ou dosagem
40307999;Complemento C3, C4 - turbid. ou nefolométrico C3A - pesquisa e/ou dosagem
40308014;Crioglobulinas, caracterização - imunoeletroforese
40308022;DNCB - teste de contato
40308030;Fator reumatóide, teste do látex (qualitativo) - pesquisa
40308090;NBT estimulado
40308120;Sarampo - anticorpos IgG - pesquisa e/ou dosagem
40308138;Sarampo - anticorpos IgM - pesquisa e/ou dosagem
40308154;Toxoplasmose - IgA - pesquisa e/ou dosagem
40308162;Varicela, IgG - pesquisa e/ou dosagem
40308162;Varicela, IgG - pesquisa e/ou dosagem
40308170;Varicela, IgM - pesquisa e/ou dosagem
40308170;Varicela, IgM - pesquisa e/ou dosagem
40308235;HER2 dosagem do receptor
40308286;Sífilis anticorpo total - pesquisa e/ou dosagem
40308294;Sífilis IgM - pesquisa e/ou dosagem
40308308;Amebíase, IgG - pesquisa e/ou dosagem
40308316;Amebíase, IgM - pesquisa e/ou dosagem
40308340;Mononucleose, sorologia para (Monoteste ou Paul-Bunnel), cada
40308359;Psitacose - IgG - pesquisa e/ou dosagem
40308367;Psitacose - IgM - pesquisa e/ou dosagem
40308383;Proteína C reativa, qualitativa - pesquisa
40308391;Proteína C reativa, quantitativa - pesquisa e/ou dosagem
40308405;Aslo, quantitativo - pesquisa e/ou dosagem
40308413;Paracoccidioidomicose, anticorpos totais / IgG - pesquisa e/ou dosagem
40308421;Ameba, pesquisa
40308529;Anticorpos antipneumococos
40308553;Anti transglutaminase tecidual - IgA
40308804;Anticorpos anti peptídeo cíclico citrulinado - IgG
40308901;Acetilcolina, anticorpos bloqueador receptor
40309010;Adenosina de aminase (ADA) - pesquisa e/ou dosagem em líquidos orgânicos
40309029;Bioquímica ICR (proteínas + pandy + glicose + cloro) - pesquisa e/ou dosagem em líquidos orgânicos
40309029;Bioquímica ICR (proteínas + pandy + glicose + cloro) - pesquisa e/ou dosagem em líquidos orgânicos
40309037;Células, contagem total e específica - pesquisa e/ou dosagem em líquidos orgânicos
40309045;Células, pesquisa de células neoplásicas (citologia oncótica) - pesquisa e/ou dosagem em líquidos orgânicos
40309053;Criptococose, cândida, aspérgilus (látex) - pesquisa e/ou dosagem em líquidos orgânicos
40309061;Eletroforese de proteínas no líquor, com concentração - pesquisa e/ou dosagem em líquidos orgânicos
40309070;H. Influenzae, S. Pneumonieae, N. Meningitidis A, B e C W135 (cada) - pesquisa e/ou dosagem em líquidos orgânicos
40309088;Haemophilus influenzae - pesquisa de anticorpos (cada)- pesquisa e/ou dosagem em líquidos orgânicos
40309096;Índice de imunoprodução (eletrof. e IgG em soro e líquor) - pesquisa e/ou dosagem
40309100;LCR ambulatorial rotina (aspectos cor + índice de cor + contagem global e  específica  de leucócitos e  hemácias + citologia  oncótica + proteína + glicose + cloro + eletroforese  com    concentração + IgG + reações para neurocisticercose (2) + reações para neuroles (2)
40309118;LCR hospitalar neurologia (aspectos cor + índices de cor + contagem global e específica de  leucócitos e hemácias + proteína + glicose + cloro + reações para  neurocisticercose (2) + reações para  neurolues (2) + bacterioscopia + cultura + látex para bactérias
40309126;LCR pronto socorro (aspectos cor + índice de cor + contagem global e específica de leucócitos e hemácias + proteína + glicose + cloro + lactato + bacterioscopia + cultura + látex para bactérias)
40309134;Pesquisa de bandas oligoclonais por isofocalização - pesquisa e/ou dosagem em líquidos orgânicos
40309142;Proteína mielina básica, anticorpo anti - pesquisa e/ou dosagem em líquidos orgânicos
40309150;Punção cisternal subocciptal com manometria para coleta de líquido cefalorraqueano
40309169;Punção lombar com manometria para coleta de líquido cefalorraqueano
40309266;Aminoácidos no líquido cefalorraquidiano
40309304;Anticorpo antiespermatozóide - pesquisa e/ou dosagem em líquidos orgânicos
40309312;Espermograma (caracteres físicos, pH, fludificação, motilidade, vitalidade, contagem e morfologia)
40309320;"Espermograma e teste de penetração ""in vitro"", velocidade penetração vertical, colocação vital, teste de revitalização"
40309401;Clements, teste
40309410;Espectrofotometria de líquido amniótico
40309428;Fosfolipídios (relação lecitina/esfingomielina) - pesquisa e/ou dosagem em líquidos orgânicos
40309436;Maturidade pulmonar fetal - - pesquisa e/ou dosagem em líquidos orgânicos
40309444;Rotina do líquido amniótico-amniograma (citológico espectrofotometria, creatinina e teste de clements)
40309509;Cristais com luz polarizada - pesquisa e/ou dosagem em líquidos orgânicos
40309517;Ragócitos, pesquisa
40309525;Rotina líquido sinovial - caracteres físicos, citologia, proteínas, ácido úrico, látex p/ F.R., BACT.
40310019;A fresco, exame
40310035;Antibiograma p/ bacilos álcool-resistentes - drogas de 2 linhas
40310043;Antígenos fúngicos, pesquisa
40310043;Antígenos fúngicos, pesquisa
40310051;B.A.A.R. (Ziehl ou fluorescência, pesquisa direta e após homogeneização) - pesquisa
40310051;B.A.A.R. (Ziehl ou fluorescência, pesquisa direta e após homogeneização) - pesquisa
40310060;Bacterioscopia (Gram, Ziehl, Albert etc), por lâmina
40310060;Bacterioscopia (Gram, Ziehl, Albert etc), por lâmina
40310078;Chlamydia, cultura
40310086;Cólera - identificação (sorotipagem incluída)
40310094;Corpúsculos de Donovani, pesquisa direta de
40310108;Criptococo (tinta da China), pesquisa de
40310108;Criptococo (tinta da China), pesquisa de
40310116;Criptosporidium, pesquisa
40310124;Cultura bacteriana (em diversos materiais biológicos)
40310124;Cultura bacteriana (em diversos materiais biológicos)
40310124;Cultura bacteriana (em diversos materiais biológicos)
40310132;Cultura para bactérias anaeróbicas
40310132;Cultura para bactérias anaeróbicas
40310140;Cultura para fungos
40310140;Cultura para fungos
40310159;Cultura para mycobacterium
40310167;Cultura quantitativa de secreções pulmonares, quando necessitar tratamento prévio c/ N.C.A.
40310167;Cultura quantitativa de secreções pulmonares, quando necessitar tratamento prévio c/ N.C.A.
40310175;Cultura, fezes: salmonela, shigellae e esc. Coli enteropatogênicas, enteroinvasora (sorol. Incluída) + campylobacter SP. + E. Coli entero-hemorrágica
40310175;Cultura, fezes: salmonela, shigellae e esc. Coli enteropatogênicas, enteroinvasora (sorol. Incluída) + campylobacter SP. + E. Coli entero-hemorrágica
40310183;Cultura, fezes: salmonella, shigella e escherichia coli enteropatogênicas (sorologia incluída)
40310183;Cultura, fezes: salmonella, shigella e escherichia coli enteropatogênicas (sorologia incluída)
40310191;Cultura, herpesvírus ou outro
40310205;Cultura, micoplasma ou ureaplasma
40310213;Cultura, urina com contagem de colônias
40310221;Estreptococos - A, teste rápido
40310230;Fungos, pesquisa de (a fresco lactofenol, tinta da China)
40310230;Fungos, pesquisa de (a fresco lactofenol, tinta da China)
40310248;Hemocultura (por amostra)
40310248;Hemocultura (por amostra)
40310248;Hemocultura (por amostra)
40310248;Hemocultura (por amostra)
40310248;Hemocultura (por amostra)
40310256;Hemocultura automatizada (por amostra)
40310264;Hemocultura para bactérias anaeróbias (por amostra)
40310272;Hemophilus (bordetella) pertussis - pesquisa
40310280;Hansen, pesquisa de (por material)
40310280;Hansen, pesquisa de (por material)
40310299;Leptospira (campo escuro após concentração) pesquisa
40310302;Microorganismos - teste de sensibilidade a drogas MIC, por droga testada
40310310;Paracoccidioides, pesquisa de
40310329;Pneumocysti carinii, pesquisa por coloração especial
40310337;Rotavírus, pesquisa, Elisa
40310345;Treponema (campo escuro) - pesquisa
40310361;Citomegalovírus - shell vial - pesquisa
40310370;Microsporídia, pesquisa nas fezes
40310388;Sarcoptes scabei, pesquisa
40310400;Cultura automatizada - MICROBIOLOGIA
40310418;Antibiograma (teste de sensibilidade e antibióticos e quimioterápicos), por bactéria - não automatizado
40310418;Antibiograma (teste de sensibilidade e antibióticos e quimioterápicos), por bactéria - não automatizado
40310418;Antibiograma (teste de sensibilidade e antibióticos e quimioterápicos), por bactéria - não automatizado
40310426;Antibiograma automatizado
40310426;Antibiograma automatizado
40310426;Antibiograma automatizado
40310426;Antibiograma automatizado
40310434;Leishmania, pesquisa
40310515;Pesquisa de antígenos bacterianos
40310540;Protozoários, cultura para
40310558;Streptococcus B hemol cultura qualquer material
40310558;Streptococcus B hemol cultura qualquer material
40310566;Teste de sensibilidade mycobacterium cepas de bactérias
40310590;Antígenos bacterianos / vários materiais
40310604;Antifungigrama
40310612;Chlamydia trachomatis, exame direto para vários materiais
40310620;Cultura, para agentes multirresistentes, vários materiais
40310647;Cultura quantitativa queimados (pele)
40310671;Cultura em leite materno
40310671;Cultura em leite materno
40310728;Fungos morfologia/bioquímica
40310736;Identificação de bactérias por método sorológico/bioquímico
40311015;Ácido cítrico - pesquisa e/ou dosagem na urina
40311023;Ácido homogentísico - pesquisa e/ou dosagem na urina
40311031;Alcaptonúria - pesquisa e/ou dosagem na urina
40311040;Cálculos urinários - análise
40311058;Catecolaminas fracionadas - dopamina, epinefrina, norepinefrina (cada) - pesquisa e/ou dosagem na urina
40311066;Cistinúria, pesquisa
40311074;Coproporfirina III - pesquisa e/ou dosagem na urina
40311082;Corpos cetônicos, pesquisa - na urina
40311090;Cromatografia de açúcares - na urina
40311104;Dismorfismo eritrocitário, pesquisa (contraste de fase) - na urina
40311112;Erros inatos do metabolismo baterias de testes químicos de triagem em urina (mínimo de 6 testes)
40311112;Erros inatos do metabolismo baterias de testes químicos de triagem em urina (mínimo de 6 testes)
40311120;Frutosúria, pesquisa
40311139;Galactosúria, pesquisa
40311147;Lipóides, pesquisa - na urina
40311155;Melanina, pesquisa - na urina
40311163;Metanefrinas urinárias, dosagem
40311171;Microalbuminúria
40311180;Pesquisa ou dosagem de um componente urinário
40311180;Pesquisa ou dosagem de um componente urinário
40311180;Pesquisa ou dosagem de um componente urinário
40311180;Pesquisa ou dosagem de um componente urinário
40311180;Pesquisa ou dosagem de um componente urinário
40311180;Pesquisa ou dosagem de um componente urinário
40311180;Pesquisa ou dosagem de um componente urinário
40311180;Pesquisa ou dosagem de um componente urinário
40311180;Pesquisa ou dosagem de um componente urinário
40311180;Pesquisa ou dosagem de um componente urinário
40311180;Pesquisa ou dosagem de um componente urinário
40311180;Pesquisa ou dosagem de um componente urinário
40311180;Pesquisa ou dosagem de um componente urinário
40311180;Pesquisa ou dosagem de um componente urinário
40311180;Pesquisa ou dosagem de um componente urinário
40311180;Pesquisa ou dosagem de um componente urinário
40311180;Pesquisa ou dosagem de um componente urinário
40311180;Pesquisa ou dosagem de um componente urinário
40311180;Pesquisa ou dosagem de um componente urinário
40311180;Pesquisa ou dosagem de um componente urinário
40311180;Pesquisa ou dosagem de um componente urinário
40311198;Porfobilinogênio, pesquisa - na urina
40311201;Proteínas de Bence Jones, pesquisa - na urina
40311210;Rotina de urina (caracteres físicos, elementos anormais e sedimentoscopia)
40311228;Uroporfirinas, dosagem
40311236;2,5-hexanodiona, dosagem na urina
40311244;Cistina - pesquisa e/ou dosagem na urina
40311252;Porfobilinogênio - na urina
40311279;Bartituratos - pesquisa e/ou dosagem na urina
40311295;Contagem sedimentar de Addis
40311309;Eletroforese de proteínas urinárias, com concentração
40311317;Fenilcetonúria, pesquisa
40311325;Histidina, pesquisa - na urina
40311341;Mioglobina, pesquisa - na urina
40311350;Osmolalidade, determinação - na urina
40311368;Prova de concentração (Fishberg ou Volhard) - na urina
40311392;Tirosinose, pesquisa - na urina
40311430;Hemoglobina livre na urina (amostra isolada)
40311465;Substâncias redutoras, pesquisa (urina)
40311473;Teste de concentração urinária após DDAVP
40311503;Pesquisa de sulfatídeos e material metacromático na urina
40312020;Cromatina sexual, pesquisa
40312046;Iontoforese para a coleta de suor, com dosagem de cloro
40312054;Muco-nasal, pesquisa de eosinófilos e mastócitos
40312062;Perfil metabólico para litíase renal: sangue (Ca, P, AU, Cr) urina: (Ca, AU, P, citr, pesq. Cistina) AMP-cíclico
40312070;Gastroacidograma - secreção basal para 60' e 4 amostras após o estímulo (fornecimento de material inclusive tubagem), teste
40312097;Pancreozima - secretina no suco duodenal, teste
40312100;Rotina da biles A, B, C e do suco duodenal (caracteres físicos e microscópicos inclusive tubagem)
40312127;Perfil reumatológico (ácido úrico, eletroforese de proteínas, FAN, VHS, prova do látex P/F. R, W. Rose)
40312127;Perfil reumatológico (ácido úrico, eletroforese de proteínas, FAN, VHS, prova do látex P/F. R, W. Rose)
40312127;Perfil reumatológico (ácido úrico, eletroforese de proteínas, FAN, VHS, prova do látex P/F. R, W. Rose)
40312127;Perfil reumatológico (ácido úrico, eletroforese de proteínas, FAN, VHS, prova do látex P/F. R, W. Rose)
40312127;Perfil reumatológico (ácido úrico, eletroforese de proteínas, FAN, VHS, prova do látex P/F. R, W. Rose)
40312127;Perfil reumatológico (ácido úrico, eletroforese de proteínas, FAN, VHS, prova do látex P/F. R, W. Rose)
40312127;Perfil reumatológico (ácido úrico, eletroforese de proteínas, FAN, VHS, prova do látex P/F. R, W. Rose)
40312143;"Prova atividade de febre reumática (aslo, eletroforese de proteínas, muco-proteínas e proteína ""C"" reativa)"
40312143;"Prova atividade de febre reumática (aslo, eletroforese de proteínas, muco-proteínas e proteína ""C"" reativa)"
40312143;"Prova atividade de febre reumática (aslo, eletroforese de proteínas, muco-proteínas e proteína ""C"" reativa)"
40312143;"Prova atividade de febre reumática (aslo, eletroforese de proteínas, muco-proteínas e proteína ""C"" reativa)"
40312151;Provas de função hepática (bilirrubinas, eletroforese de proteínas, FA, TGO, TGP e Gama-PGT)
40312151;Provas de função hepática (bilirrubinas, eletroforese de proteínas, FA, TGO, TGP e Gama-PGT)
40312151;Provas de função hepática (bilirrubinas, eletroforese de proteínas, FA, TGO, TGP e Gama-PGT)
40312151;Provas de função hepática (bilirrubinas, eletroforese de proteínas, FA, TGO, TGP e Gama-PGT)
40312151;Provas de função hepática (bilirrubinas, eletroforese de proteínas, FA, TGO, TGP e Gama-PGT)
40312151;Provas de função hepática (bilirrubinas, eletroforese de proteínas, FA, TGO, TGP e Gama-PGT)
40312160;Teste do pezinho básico (TSH neonatal + fenilalanina + eletroforese de Hb para triagem de hemopatias)
40312178;Teste do pezinho ampliado (TSH neonatal + 17 OH progesterona + fenilalanina + Tripsina imuno-reativa + eletroforese de Hb para triagem de hemopatias)
40312178;Teste do pezinho ampliado (TSH neonatal + 17 OH progesterona + fenilalanina + Tripsina imuno-reativa + eletroforese de Hb para triagem de hemopatias)
40312178;Teste do pezinho ampliado (TSH neonatal + 17 OH progesterona + fenilalanina + Tripsina imuno-reativa + eletroforese de Hb para triagem de hemopatias)
40312178;Teste do pezinho ampliado (TSH neonatal + 17 OH progesterona + fenilalanina + Tripsina imuno-reativa + eletroforese de Hb para triagem de hemopatias)
40312178;Teste do pezinho ampliado (TSH neonatal + 17 OH progesterona + fenilalanina + Tripsina imuno-reativa + eletroforese de Hb para triagem de hemopatias)
40312178;Teste do pezinho ampliado (TSH neonatal + 17 OH progesterona + fenilalanina + Tripsina imuno-reativa + eletroforese de Hb para triagem de hemopatias)
40312194;Coleta de escarro induzida
40312224;Espectrometria de massa em tandem
40312232;Identificação de verme
40312240;Isolamento de microorganismos especiais
40312259;Lavado gástrico, colheita por
40312267;Líquido pleural citológico
40313018;Ácido delta aminolevulínico (para chumbo inorgânico) - pesquisa e/ou dosagem
40313026;Ácido delta aminolevulínico desidratase (para chumbo inorgânico) - pesquisa e/ou dosagem
40313034;Ácido fenilglioxílico (para estireno) - pesquisa e/ou dosagem
40313042;Ácido hipúrico (para tolueno) - pesquisa e/ou dosagem
40313050;Ácido mandélico (para estireno) - pesquisa e/ou dosagem
40313069;Ácido metilhipúrico (para xilenos) - pesquisa e/ou dosagem
40313077;Ácido salicílico - pesquisa e/ou dosagem
40313093;Carboxihemoglobina (para monóxido de carbono diclorometano) - pesquisa e/ou dosagem
40313107;Chumbo - pesquisa e/ou dosagem
40313115;Colinesterase (para carbamatos organofosforados) - pesquisa e/ou dosagem
40313123;Coproporfirinas (para chumbo inorgânico) - pesquisa e/ou dosagem
40313140;Etanol - pesquisa e/ou dosagem
40313158;Fenol (para benzeno, fenol) - pesquisa e/ou dosagem
40313166;Flúor (para fluoretos) - pesquisa e/ou dosagem
40313174;Formaldeído - pesquisa e/ou dosagem
40313182;Meta-hemoglobina (para anilina nitrobenzeno) - pesquisa e/ou dosagem
40313190;Metais Al, As, Cd, Cr, Mn, Hg, Ni, Zn, Co, outro (s) absorção atômica (cada) - pesquisa e/ou dosagem
40313204;Metanol - pesquisa e/ou dosagem
40313212;P-aminofenol (para anilina) - pesquisa e/ou dosagem
40313247;Protoporfirinas Zn (para chumbo inorgânico) - pesquisa e/ou dosagem
